SMILES,MolecularWeight,LogP,NumRotatableBonds,NumHAcceptors,NumHDonors,TPSA
Cc1onc(NC(=O)Cn2nnc(n2)c3ccc(NC(=O)c4ccc(F)cc4)cc3)c1,421.12986559199993,2.666620000000001,6,8,2,127.83000000000001
CN1CCN(CC1)N\N=C(/S)\Nc2ccc(cc2)S(=O)(=O)N,344.10891588,-0.3012999999999994,4,6,4,103.05999999999999
N[C@@H](Cc1cc2OCOc2cc1Br)C(=O)N3C[C@@H](F)C[C@H]3C#N,383.02808166000005,1.51018,3,5,1,88.58000000000001
Cc1cc(C)c(c(C)c1)S(=O)(=O)NC(COc2ccccc2)C(F)(F)F,387.11159915999997,3.9000600000000025,6,3,1,55.400000000000006
O=C(CCNCC(=O)N1CCC[C@H]1C#N)N2CCN(CC2)c3nc4ccccc4s3,426.183795072,1.4391800000000006,6,7,1,92.57
O=C(NC1CCCCCC1)C2=CN3C(COc4cccc(C2=O)c34)c5ccccc5,402.19434269199996,4.435900000000004,3,4,1,60.330000000000005
NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc4ncnn24)cc1,388.1317595000001,2.2268,5,8,2,124.5
ONC(=O)CCCCNC(=O)c1nc(sc1CCOCc2ccccc2)c3nccs3,460.12389724800005,3.431400000000002,12,8,3,113.44000000000001
Cn1cc2c(nc(NC(=O)Nc3cccc[n+]3[O-])n4nc(nc24)c5occc5)n1,391.11413527600007,1.5483999999999996,3,9,2,142.11
CCN1C(=O)N(Cc2cccs2)c3nc(Cc4occc4)n(C)c3C1=O,370.109961436,2.2102000000000004,5,8,0,74.96000000000001
NC1=NC(C2=NOCCN12)(c3ccc(OC(F)(F)F)cc3)c4cccc(c4)c5cccnc5F,471.13183766400005,4.0039000000000025,4,7,1,85.33
Fc1ccc(SCCCN2CCCN(CC2)c3ccc(Cl)cc3)cc1,378.13327566799995,5.173600000000005,6,3,0,6.48
O=C(NC1C[C@@H]2CC[C@H](C1)N2Cc3ccccc3)c4ccc5ccccc5c4,370.20451345199996,4.7652000000000045,4,2,1,32.34
C[C@@H](C[C@@](C)(CS(=O)(=O)N1CCC(CCc2ncc(cc2C)C(F)(F)F)CC1)N(O)C=O)c3ncc(F)cn3,575.218938416,4.112420000000004,11,7,1,116.59
CN(C)c1ccccc1CNCCCCCCCNc2c3CCCCc3nc4ccccc24,444.32529728000003,6.3318000000000065,12,4,2,40.19
C(COc1ccc2[C@@H](CN3CCC[C@@H]3c2c1)c4cnc5ccccn45)CN6CCOCC6,432.252526264,3.717800000000002,6,6,0,42.239999999999995
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc5nc6ccccc6n5c4C,426.187817832,6.0994200000000065,4,5,0,33.43000000000001
Nc1nc2ccc(cc2s1)c3ccncc3,227.051718288,2.940500000000001,1,4,1,51.8
CC#CCOc1ccc(cc1)S(=O)(=O)CC2(CCN(CC2)C(=O)c3ccncc3)C(=O)NO,471.14640652,1.6854000000000002,7,7,2,125.90000000000002
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]56[C@@H](Oc1c25)c7[nH]c8[C@@H]9Oc%10c(O)ccc%11C[C@H]%12N(CC%13CC%13)CC[C@@]9(c%10%11)[C@@]%12(O)Cc8c7C[C@@]36O,661.315186096,3.8241000000000027,4,8,5,121.65
CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3C(=O)c4cccnc4Oc3c2)c1,489.226371092,5.130600000000005,11,7,1,93.9
CC[C@@H](C)[C@H](N)C(=O)N1Cc2ccccc2C1,232.15756326,1.9022,3,2,1,46.330000000000005
Cc1nc(C)n(CCc2ccccc2)c1c3cccc(\C=C\C(=O)NO)c3,361.179026976,3.9282400000000024,6,4,2,67.15
CN1CCN(CC1)C(=O)c2cc(c3ccccc3)n(c2C)c4ccc(cc4)S(=O)(=O)N,438.17256169199993,2.48772,4,5,1,88.64
CCCN(CCCCNC(=O)c1ccc(OCCCc2cn(CCCCCCCCn3cc(CCCOc4ccc(cc4OC)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)nn3)nn2)c(OC)c1)C7Cc8ccccc8C7,1137.710294252,9.681000000000001,38,16,2,175.48999999999998
COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(COCCOCCOCCOCCOCc4ccc(cc4)C(=O)NCCCCN5CCN(CC5)c6ccccc6OC)cc3)CC2,952.5673780119997,6.1514000000000095,32,13,2,135.77
CC(C)(CN1CCS(=O)(=O)CC1)c2ccc(NC(=O)c3nc(c[nH]3)C#N)c(c2)C4=CCC(C)(C)CC4,509.2460609800001,4.135180000000004,6,6,2,118.94999999999999
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,376.29774513999996,5.507100000000006,4,2,2,57.53
CCCCn1c(S)nnc1c2ccc(cc2)S(=O)(=O)c3ccc(Br)cc3,451.00238091599994,4.629200000000003,6,6,1,64.85
CN(C)CCCNC(=O)CCc1ccc(cc1)S(=O)(=O)N(CC(=O)N\N=C\2/C(=O)Nc3ccccc23)c4ccc(Cl)cc4,624.1921668360001,3.0084000000000035,13,7,3,140.28
CCN(CCCCCCNC1=CC(=O)C(=CC1=O)NCCCCCCN(CC)Cc2ccccc2OC)Cc3ccccc3OC,632.430156272,6.2674000000000065,24,8,2,83.14000000000001
CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c3cc4ccsc4s3,597.269498856,6.383400000000007,16,7,2,87.74000000000001
C[C@H](N)Cn1ccc2ccc3cnccc3c12,225.12659748,2.5367000000000006,2,3,1,43.84
O=S(=O)(NC1CC1)NC2CC2,176.061948624,-0.26480000000000015,4,2,2,58.2
Fc1ccc2C(=CC(=O)Nc2c1F)CN(c3cccc(Cl)c3)c4cncnc4,398.07459515600004,4.588000000000003,4,4,1,61.88
C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](CC3CCCCC3)C(=O)O)CC[C@@]1(C)c4cccc(O)c4,520.3301078879999,5.390400000000006,10,4,3,89.87
CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3cc(n[nH]3)c4ccc(CNC(=O)Nc5cc(C)on5)cc4,514.24408682,3.698920000000001,7,7,4,131.42
FC1(F)CN(C1)C(=O)c2c3CCOCc3sc2NC(=O)C45CC6CC(CC4C6)C5,422.147570068,3.676700000000003,3,4,1,58.64
N#Cc1nc(Nc2ccccc2OCCCn3ccnc3)c4ncn(C5CCCC5)c4n1,428.20730738800006,4.222280000000004,8,9,1,106.46999999999998
CCN1CCC[C@H](C1)n2c(C)nc(C)c2c3cccc(\C=C\C(=O)NO)c3,368.221226136,3.342340000000001,5,5,2,70.39
NCCn1c(nc2cc(ccc12)C(=O)N)c3cncnc3,282.122909068,0.5508999999999994,4,6,2,112.71000000000001
CCCc1cc(ccc1OCCCOc2cccc3c2ccn3CC(=O)O)C(=O)c4ccc(F)cc4,489.19515121599994,5.896400000000006,12,5,1,77.75999999999999
CCCC[C@@H](NC(=O)C)C(=O)N[C@@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](Cc4ccc5ccccc5c4)NC(=O)[C@H]6C[C@@]7(C)CCCC[C@@]7(C)N6C1=O)C(=O)N,1115.628021172,2.6038700000000086,15,10,12,344.78999999999996
CN1CCc2c(C1)c3cccc4c5ccccc5CCn2c34,288.16264864,3.852300000000003,0,2,0,8.17
Cc1ccc(cc1)C#Cc2ccc(cc2)S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O,487.1089583919999,3.3080200000000017,6,5,1,108.82000000000001
NC(=N)c1ccc(Oc2cc(Oc3ccc(cc3)C(=N)N)cc(c2)C(=O)N4CCc5ccccc5C4)cc1,505.211389724,5.037840000000004,7,5,4,138.51000000000002
S=C1Sc2ccccc2N1CCCCN3CCN(CC3)C4CCCCC4,389.19593999200004,5.162790000000005,6,5,0,11.41
C[C@H]1C2Cc3cc4C=CNC(=O)c4cc3[C@@]1(C)CCN2CC5CC5,322.20451345199996,3.4623000000000026,2,2,1,36.1
COc1cc(ccc1O)c2ccc3\C(=C\c4c[nH]c5ncccc45)\C(=O)Nc3c2,383.126991404,4.4368000000000025,3,4,3,87.24000000000001
CC(C)C[C@H](NC(=O)c1occc1)C(=O)N[C@H]2CC[C@@H](C)N(CC2=O)C(=O)c3ccccn3,454.22162006,2.1976999999999993,7,6,2,121.61
Nc1nc(N)c2nc(CN3c4ccccc4C=Cc5cc(OCc6ccc(cc6)C(=O)O)ccc35)cnc2n1,517.186237596,4.683500000000003,6,9,3,153.37
CC1=Nc2cc(\C=C\C(=O)NO)ccc2C(=O)N1CCc3c[nH]c4ccccc34,388.1535405,2.947520000000001,5,5,3,100.00999999999999
O=C1C=C(Oc2c(csc12)c3ccc4OCOc4c3)N5CCOCC5,357.06709358000006,3.086800000000002,2,7,0,61.14
Nc1nc(NCCc2ccc(O)cc2)nc3nc(nn13)c4occc4,337.12872272,1.7216999999999998,5,9,3,127.39
NC1CCC(CC2CCC(CC2)N(C3CCc4ccccc4C3)C(=O)CCCc5c[nH]c6ccccc56)CC1,525.371913124,7.343100000000009,8,2,2,62.12
Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccc5)CC4)c6ccccc36)c7ccccc17,514.2368762,5.537300000000005,5,5,1,59.27
CC(C)(C)c1onc(NC(=O)Nc2ccc(NC(=O)c3ccc(OC4CCN(CC4)C5CC5)cn3)cc2)c1,518.264153568,5.269000000000005,7,7,3,121.61999999999999
COc1cc(cc(OC)c1OC)c2cnc3[nH]cc(C(=O)N[C@H](C)C(=O)N4CC(C4)C#N)c3n2,464.1808178680001,1.7509799999999993,7,8,2,142.45999999999998
NC(=N)c1ccc(CNC(=O)[C@@H]2C=CCN2C(=O)[C@@H](CC3CCCCC3)NCC(=O)O)s1,461.209675472,1.4285700000000001,10,6,5,148.60999999999999
CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,704.239307056,5.5773000000000055,11,12,0,104.7
CC1CCN(CCC(=O)Nc2ccc(cc2)S(=O)(=O)N)CC1,325.14601259600005,1.3945,5,4,2,92.5
Clc1ccc(Sc2cn(nc2c3ccc(cc3)c4nocn4)c5cccnc5)cc1,431.06075874800007,5.788900000000004,5,7,0,69.63
Fc1cccc(F)c1c2ccc3[nH]nc(c4cncc(NC5CCNCC5)n4)c3c2,406.1717510800001,4.129000000000003,4,5,3,78.52
Cc1cccc(NC(=O)Nc2ccc(cc2)c3ccc(OCCN4CCCC4)c5[nH]nc(N)c35)c1,470.2430242000001,5.239120000000003,7,5,4,108.3
NC1=NC(=O)\C(=C\c2ccc3ncccc3c2)\S1,255.046632908,2.1638,1,4,1,68.34
Oc1cc(cc(O)c1O)C(=O)OC[C@H]2O[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](OC(=O)c4cc(O)c(O)c(O)c4)[C@@H](OC(=O)c5cc(O)c(O)c(O)c5)[C@@H]2OC(=O)c6cc(O)c(O)c(O)c6,940.1181811440002,1.6861000000000017,11,26,15,444.18000000000006
COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCN(C)Cc3ccccc3)C,479.205635648,3.677800000000003,9,8,1,111.00999999999999
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1,382.144805656,4.887800000000005,1,3,0,42.43
C[C@H]1COC2=C1C(=O)C(=O)c3c4CCCC(C)(C)c4ccc23,296.14124449999997,3.4433000000000025,0,3,0,43.370000000000005
CN1CC(c2ccc3occc3c2)c4ccccc4C1,263.131014164,4.010100000000003,1,2,0,16.380000000000003
NS(=O)(=O)c1ccc(CCNc2ncnc(NCc3ccccc3)c2[N+](=O)[O-])cc1,428.12667411999996,2.2988999999999997,9,8,3,153.14000000000001
COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)c(cc1OC)n4cccc4,405.191322976,2.917620000000001,6,9,3,126.13
Nc1nc(c2occc2)c3ncn(C(=O)NCc4occc4)c3n1,324.097088244,2.0193999999999996,3,8,2,125.0
NS(=O)(=O)c1ccc(OCCN2CCOCC2)cc1,286.09872805599997,0.04500000000000037,5,5,1,81.86
COCc1cnc(nc1)N2CCC(CC2)[C@H]3C[C@H]3COCc4ccc(cc4F)S(=O)(=O)C,463.19410565999993,3.2349000000000023,9,7,0,81.62
CCCN1C(=O)N(C)c2cc([nH]c2C1=O)c3ccc(OCC(=O)Nc4ccc(cc4)c5ccccc5)cc3,508.211055376,4.789800000000003,8,6,2,98.12
O=C(CCc1ccccc1)NC2CCc3ccc(CCN4CCN(CC4)c5nsc6ccccc56)cc23,510.24533270800003,5.397300000000006,8,5,1,48.470000000000006
CCCCCCCOc1ccc(CC[C@](C)(N)CCc2nnn[nH]2)cc1,359.2685106760001,3.8317000000000014,13,5,2,89.71000000000001
CC(C)C[C@H](NC(=O)CN1CCN(CC1)c2ccncc2)C(=O)N[C@@H](COCc3ccccc3)C#N,492.284889012,1.959680000000002,12,7,2,110.59
Fc1ccc(CCC(=O)N2CCN(CCCC(c3ccc(F)cc3)c4ccc(F)cc4)CC2)cc1,480.238848272,5.793000000000006,9,2,0,23.550000000000004
CC(=O)N1CCN(Cc2ccc(CCNC(=O)c3ccc(cc3)c4ccc(Cl)cc4)cc2)CC1,475.20265487999995,4.643600000000004,7,3,1,52.650000000000006
Fc1ccc2c(noc2c1)C3CCN(CCCCNS(=O)(=O)c4cccc5ccccc45)CC3,481.1835409759999,5.058200000000004,8,5,1,75.44
O=C(NCCCCN1CCN(CC1)c2ncccn2)c3cc4ccccc4cn3,390.216809452,2.3569999999999993,7,6,1,74.25
CN(C)CC1(CCC1)c2ccc(Cl)c(Cl)c2,257.073804904,3.9767000000000037,3,1,0,3.24
C[C@@H](c1ccc2ncccc2c1)c3nnc4ccc(nn34)c5cnn(C)c5,355.1545435440001,3.224800000000001,3,7,0,73.78999999999999
Cc1nc2ccc(N[C@@H]3CC[C@@H](O)CC3)cc2n4c(nnc14)c5ccccc5Cl,407.151288004,4.621720000000003,3,6,2,75.34
CN1CCc2c(C1)c3cccc4CCc5ccccc5n2c34,288.16264864,3.717000000000003,0,2,0,8.17
NC(=O)c1oc2c(cccc2c1)N3CCN(CCCCc4c[nH]c5ccc(cc45)C#N)CC3,441.21647510400004,4.029580000000003,7,5,2,102.28999999999999
Clc1ccc(cc1)N2CCN(CCCC(=O)c3cc4CCc5ccc(CCc3cc4)cc5)CC2,472.22814135600004,6.008900000000007,6,3,0,23.55
CCN(Cc1oc(\C=C\C(=O)NO)cc1)Cc2ccc(cc2)c3ccccc3,376.178692628,4.487300000000003,8,4,2,65.71000000000001
COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)NC2CCCCC2)N=C(c3ccccc3)c4ccccc14,546.2478348080001,3.143500000000002,9,7,2,126.40000000000002
CN1N=C(S/C/1=N/C(=O)CCSSCCC(=O)\N=C/2\SC(=NN2C)S(=O)(=O)N)S(=O)(=O)N,561.9673562960002,-1.7121999999999966,9,14,2,214.82
COc1cc([C@@H](Nc2ccc(cc2)C(=N)N)C(=O)N[C@H](C(=O)O)c3ccccc3)c(cc1OCc4ccccc4)C(=O)Cc5ccccc5,656.2634848719999,6.078970000000004,15,7,5,163.82999999999996
Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C,293.152812228,3.1285200000000017,2,4,0,39.82
OC(=O)c1cc2c(C#Cc3cccc(Cl)c3)c(oc2cc1O)c4ccc(OCC(=O)NC5CC5)cc4,501.09791504,5.2142000000000035,6,5,3,109.0
COc1ccccc1N2CCN(CCCCNC(=O)c3ccc(cc3)c4cn(Cc5ccc(cc5)c6ccc(Cn7cc(nn7)c8ccc(cc8)C(=O)NCCCCN9CCN(CC9)c%10ccccc%10OC)cc6)nn4)CC2,1046.56429872,8.648800000000005,23,14,2,151.04000000000002
CC(C)CN([C@@H](Cc1ccccc1)C(=O)O)C(=O)CCN2CC[C@](C)([C@@H](C)C2)c3cccc(O)c3,480.29880776,4.562300000000005,10,4,2,81.08000000000001
COc1ccc2C3=NCCN3C(=Nc2c1OC)NC(=O)c4cccnc4,351.133139404,1.5921,3,7,1,88.41000000000001
CCN(CCCCOc1ccc(cc1)C2=COc3cc(OCCCCN(CC)Cc4ccccc4OC)cc(O)c3C2=O)Cc5ccccc5OC,708.377452004,8.545000000000007,21,9,1,93.84000000000002
COc1cc2c(C[C@@H]3N(C)CCc4cc(OC)c(OC)c2c34)cc1OC5CCCCC5,423.240958536,5.1760000000000055,5,5,0,40.160000000000004
CC1=NOC(=O)c2ccc(NC(=O)C(O)(CC(C)(C)c3cccc4CCOc34)C(F)(F)F)cc12,476.155906496,4.031120000000003,5,6,2,101.66000000000001
CN1CCN(CC1)[C@@H]2CC[C@H](CC2)n3nc(c4ccc(Nc5ccccc5)cc4)c6c(N)ncnc36,482.2906430880001,4.550200000000002,5,8,2,88.13
O=C1NCc2ccc(OCCCCN3CCN(CC3)c4cccc5CCCc45)cc12,405.241627232,3.3999000000000024,7,4,1,44.81
N[C@@H](CC(=O)N1[C@H](COC(=O)C2CCCC2)C[C@@H]3CCCC[C@H]13)Cc4cc(F)c(F)cc4F,466.24432757600005,4.256900000000003,7,4,1,72.63
CN1CCN(CC1)c2ccc(Nc3nccc(n3)N(C(=O)Oc4c(C)cccc4C)c5ccc6ccccc6c5)cc2,558.2743243279999,7.079140000000007,6,7,1,73.83
O=C(OCC1C2CCC3CC1\C(=C\c4cccs4)\CN23)c5ccc6ccccc6c5,415.16060004,5.624400000000005,4,4,0,29.54
Cn1cc2c(nc(NC(=O)NC3CCN(CC3)C(=O)NCCCc4ccccc4)n5nc(nc25)c6occc6)n1,542.2502348200001,3.199300000000002,7,9,3,147.51
Cc1nc(Cc2ccccc2)n(CCc3ccccc3)c1c4cccc(\C=C\C(=O)NO)c4,437.210327104,5.210620000000005,8,4,2,67.15
C[C@H]1N(CCn2c1nnc2c3csc(n3)c4ccc(F)cc4F)C(=O)c5ccc(cc5)c6cccs6,519.0999086679999,6.2923000000000044,4,7,0,63.910000000000004
O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc3cccnc3)c4oc5ccccc5c4,361.179026976,3.2631000000000014,4,4,1,58.370000000000005
NS(=O)(=O)c1c(F)c(F)c(Sc2nc3ccccc3s2)c(F)c1F,393.95275331199997,3.651300000000001,3,5,1,73.05000000000001
CNC(=N)SCCCN1C(=O)C2=C(C1=O)n3ccc4cccc(C5Cc6ccccc6N25)c34,457.157245976,3.573570000000002,4,6,2,81.42999999999999
c1ccc2[nH]c(nc2c1)c3n[nH]c4ccccc34,234.09054632,3.1062000000000003,1,2,2,57.36
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCCc5s4,427.20419616800007,2.2591799999999997,4,6,1,89.33
CN1CC[C@@H]([C@H](O)C1)c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4Cl,401.10300042,3.3046000000000024,2,6,3,94.14
C1NCC(CC=C1)c2ccc3ccccc3c2,223.136099544,3.472900000000002,1,1,1,12.03
Cn1c(CC2=NC(=CC(=O)N2)N3CCOCC3)nc4ccc(cc14)c5ccccc5,401.18517497600004,2.7510000000000012,4,6,1,76.04
COc1cc(cc(OC)c1OC)C2=C(CNC2=O)c3cn(COCc4ccccc4)c5ccccc35,484.19982199599997,4.882000000000004,9,6,1,70.95
CCCC\C(=C/c1cc(OCC2CCC(CC2)C(F)(F)F)ccc1OCc3ccc(cc3)C(F)(F)F)\C(=O)O,558.220478824,8.690100000000005,11,3,1,55.760000000000005
COc1ccccc1N2CCN(CCCCc3ccc4N(CCN5CCC(CC5)C(=O)c6ccc(F)cc6)C(=O)Oc4c3)CC2,614.326834076,5.482000000000006,12,8,0,71.16
CCCc1nn(C)c2C(=O)NC(=Nc12)c3cc(ccc3OCC)S(=O)(=O)NCCCCCCO,491.22024015599993,2.5058000000000002,13,8,3,139.2
CN(CCCCCCOc1ccc2C(=C(C)C(=O)Oc2c1)C)Cc3ccccc3,393.230393852,5.4810400000000055,10,4,0,42.68
Cc1ncc(cc1F)c2c(C)c(CN[C@H]3CC[C@@H](F)C3)nn2c4ncccc4Cl,417.15317982400006,4.718840000000004,5,5,1,55.63
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccc(F)cc2)(c3ccc(F)cc3)c4ccc(F)cc4)C(=O)N5CCC[C@@H]5C(=O)NCC6CCN(CC6)C7CCCC7,730.370590708,5.552000000000005,10,5,2,93.19
CCN(CC)c1ccc2C=C(C(=O)Oc2c1)n3cc(nn3)C(=O)N4CCN(CC4)c5nc(N)c6cc(OC)c(OC)cc6n5,599.260465156,2.7249,8,13,1,157.96999999999997
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc3c(Cc4ccccc34)c2)cc1,379.09906240400005,3.5492000000000026,3,3,3,101.28999999999999
CC(C)N1C(=O)C(=Cc2c(C)nc(N)nc12)c3cn[nH]c3,284.138559132,1.65312,2,6,2,102.47999999999999
O=C1N(CC2CC2)CN(c3ccccc3)C14CCN(CC4)C(c5ccccc5)c6ccccc6,451.262362676,5.3269000000000055,6,3,0,26.790000000000006
C[C@H](NC(=O)[C@@H]1CC[C@H](C[C@H]1c2ccc(Br)cc2)N3CCOCC3)c4ccc(F)cc4,488.14746852,5.050100000000005,5,3,1,41.57000000000001
COC1CCN(CC1)c2nccc(Nc3cc4[nH]c(nc4cn3)c5cn[nH]c5)n2,391.1869062920001,2.4967999999999995,5,8,3,120.52999999999999
Fc1ccc2C(=CC(=O)Nc2c1F)Cn3c(nc4ccccc34)C5CC5,351.11831854,4.081700000000002,3,3,1,50.68
CC(C)c1ccc(cc1)c2ncccc2N3CCN(CC3)S(=O)(=O)c4cccc(c4)c5cnc(N)nc5,514.2150952000001,4.422100000000003,6,7,1,105.31
CN(C)c1ccc2cc3C(=O)N(CC(NC(=O)CCCCCNC(=O)[C@H](CCC(=O)O)NC(=O)C4Cc5ccccc5CN4C(=O)[C@@H](N)Cc6c(C)cc(O)cc6C)C(=O)N)C(=O)c3cc2c1,918.427590056,2.3440400000000086,20,11,7,274.86999999999995
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N4CCN(C)C[C@H]4C,459.147345496,4.309200000000003,4,7,1,79.82
C(N1CCC(CC1)c2ccccc2)c3cnn(c3)c4ccccc4,317.18919773600004,4.251900000000004,4,3,0,21.060000000000002
CCCC[C@H](NC(=O)O[C@H](Cc1oc(nn1)c2ccc(cc2)C(F)(F)F)C(C)(C)C)C(=O)C(=O)Nc3ccn[nH]3,564.2308027519999,4.928500000000002,11,8,3,152.1
O=C(\C=C\C=C\C=C\c1cccs1)N2CCCC=C2,271.103085164,4.009800000000004,4,2,0,20.310000000000002
O=C(N(C(=O)c1ccccc1)C2=Nc3ccccc3N4N2N=C(C4=O)c5ccccc5)c6ccccc6,485.148789468,4.496400000000003,4,7,0,89.05000000000001
CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nc7ccccc7nc6C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(=O)O,540.371578776,8.529800000000009,1,3,1,63.08
CN1CC[C@@]23c4c5CC1[C@]2(C\C=C\c6ccccc6)Cc7c([nH]c8ccccc78)[C@]3(C)Oc4c(O)cc5,488.24637826399993,6.325300000000007,3,3,2,48.49
Fc1ccc(OCCCN2CCCN(CC2)c3ccc(Cl)cc3)cc1,362.156119288,4.460300000000004,6,3,0,15.71
Cc1nn(C)c2nnc(Nc3ccc(cc3)S(=O)(=O)N4CCNCC4)nc12,388.14299288000007,0.4042199999999994,4,9,2,117.93
N\C\1=N\CCCCCC1,126.11569844799999,1.3077,0,2,1,38.379999999999995
OC1(CCN(CCCC(=O)c2cc3CCc4ccc(CCc2cc3)cc4)CC1)c5ccc(Cl)cc5,487.227807008,6.170300000000007,6,3,1,40.54
Brc1ccc2c(c1)c3CCCC4N(Cc5ccccc5)CCn2c34,380.08881077200004,5.297000000000005,2,2,0,8.17
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,470.171396056,3.6332000000000013,7,10,3,128.75
NS(=O)(=O)c1ccc(NC(=O)N2CCN(CC2)c3nccc(n3)C(F)(F)F)cc1,430.1034940640001,1.4969000000000006,3,6,2,121.51999999999998
CCc1cccc(CC)c1NC(=O)Nc2ccc3[nH]nc(c4cccc(c4)S(=O)(=O)N)c3c2,463.16781066000004,4.646100000000002,6,4,4,129.97
COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C3CCCO3,389.206304344,1.3507,8,8,2,111.83
COCCN(C)CCn1cnc2c(NC3CCCCC3)nc(nc12)C#N,357.22770848400006,2.0207799999999994,8,8,1,91.88999999999999
C[C@@H](Oc1cc(sc1C(=O)N)n2cnc3ccc(CN4CCN(C)CC4)cc23)c5ccccc5C(F)(F)F,543.191580796,5.092100000000005,7,7,1,76.61999999999999
Nc1c(sc2nc(cc(c3ccccc3)c12)c4ccccc4)S(=O)(=O)c5ccccc5,442.08096981599994,6.045300000000005,4,5,1,73.05
Fc1cccc(c1)[C@H]2CCCN2c3ccc4ncc(c5ccccn5)n4n3,359.15462379600007,4.271900000000003,3,5,0,46.32000000000001
Cc1ccncc1c2nn(C)c3nc(OCc4ccccn4)cnc23,332.13855913200007,2.707720000000001,4,7,0,78.61
Cn1cc(c2ccc(Oc3nccnc3c4ccncc4)cc2)c5ncccc15,379.14331016400007,4.884600000000003,4,6,0,65.72
Nc1ccccc1NC(=O)c2ccc(CNC3=NC[C@@H](O3)c4ccccc4)cc2,386.174275944,3.7382000000000026,5,5,3,88.74
C[C@H]1N2C(=NNC1=O)COc3cc(c(NC4CNC4)cc23)c5ccccc5,363.16952491200004,1.7678999999999987,3,6,3,77.99000000000001
N#C\C(=C/1\Nc2ccccc2S1)\c3ccnc(NCCc4cccnc4)n3,372.11571551200007,3.936180000000003,5,7,2,86.52
CC1=NN2C=Nc3c(C2=NC(=C1)c4ccccc4)c(cn3c5ccc(cc5)S(=O)(=O)N)c6ccc(Br)cc6,584.063007012,5.706800000000004,4,7,1,105.41
Nc1nnc(s1)c2ccc3[nH]cc(c4cccc(NC5CCCCC5)n4)c3c2,390.162665704,5.075200000000003,4,6,3,92.51
Oc1ccc(CN[C@H]2CC[C@@H](Cc3ccccc3)OC2)cc1,297.17287897600005,3.272100000000002,5,3,2,41.489999999999995
O=C1NN=C(C=C1)c2ccc(OC3CCN(CC3)C4CCC4)nc2,326.174275944,2.2276,4,5,1,71.11000000000001
COc1ccc(cc1)S(=O)(=O)N(CC(=O)NO)OCc2ccc(OCc3ccccc3)cc2,472.13042210799995,2.902100000000001,11,7,2,114.40000000000002
CC1=CC(=O)Oc2cc(OCCCCN3CCC(CC3)c4nc5ccccc5s4)ccc12,448.18206375600005,5.749720000000006,7,6,0,55.57
C1CN=C(N1)C2OC2c3ccccc3c4ccccc4,264.126263132,2.7952000000000004,3,3,1,36.92
CC(=O)N[C@H]1Cn2nncc2CN([C@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N)C1=O,698.3401124440002,-0.8215299999999923,15,9,8,259.1
